DATE,HOUR,habitacion
2009-10-24,22:51:55.000066,baño
2009-10-24,23:01:52.000077,baño
2009-10-24,23:02:23.000039,salon
2009-10-24,23:07:20.000085,salon
2009-10-24,23:09:16.000042,dormitorio
2009-10-24,23:23:31.000001,dormitorio
2009-10-24,23:23:43.000013,cocina
2009-10-24,23:25:25.000036,cocina
2009-10-25,08:01:39.000036,baño
2009-10-25,08:04:20.000010,baño
2009-10-25,08:04:38.000086,salon
2009-10-25,08:07:45.000090,salon
2009-10-25,08:07:48.000039,cocina
2009-10-25,08:26:13.000080,cocina
2009-10-25,08:26:51.000013,baño
2009-10-25,08:30:46.000091,baño
2009-10-25,08:31:06.000006,salon
2009-10-25,09:09:19.000034,salon
2009-10-25,09:09:19.000081,cocina
2009-10-25,09:27:09.000055,cocina
2009-10-25,09:27:13.000094,baño
2009-10-25,09:53:54.000028,baño
2009-10-25,09:54:00.000046,dormitorio
2009-10-25,11:04:52.000004,dormitorio
2009-10-25,11:04:56.000036,baño
2009-10-25,11:09:41.000056,baño
2009-10-25,11:09:45.000007,dormitorio
2009-10-25,11:34:22.000018,dormitorio
2009-10-25,11:38:22.000013,salon
2009-10-25,11:41:20.000050,salon
2009-10-25,11:45:01.000015,baño
2009-10-25,11:47:33.000075,baño
2009-10-25,11:50:23.000062,dormitorio
2009-10-25,12:01:48.000075,dormitorio
2009-10-25,12:12:39.000098,baño
2009-10-25,12:15:01.000087,baño
2009-10-25,12:15:08.000042,dormitorio
2009-10-25,12:17:08.000014,dormitorio
2009-10-25,12:17:13.000035,baño
2009-10-25,12:22:05.000096,baño
2009-10-25,12:22:09.000013,dormitorio
2009-10-25,12:25:45.000072,dormitorio
2009-10-25,12:41:37.000083,baño
2009-10-25,12:57:38.000092,baño
2009-10-25,12:58:17.000016,salon
2009-10-25,13:28:05.000071,salon
2009-10-25,13:32:23.000073,baño
2009-10-25,13:35:41.000076,baño
2009-10-25,13:36:41.000009,dormitorio
2009-10-25,13:38:03.000035,dormitorio
2009-10-25,13:38:05.000093,baño
2009-10-25,13:40:17.000092,baño
2009-10-25,13:40:24.000087,dormitorio
2009-10-25,13:42:15.000066,dormitorio
2009-10-25,13:47:46.000049,baño
2009-10-25,13:55:10.000051,baño
2009-10-25,13:57:39.000087,dormitorio
2009-10-25,14:22:14.000058,dormitorio
2009-10-25,14:22:21.000075,salon
2009-10-25,14:24:11.000006,salon
2009-10-25,14:26:51.000011,dormitorio
2009-10-25,14:31:42.000097,dormitorio
2009-10-25,14:31:51.000012,salon
2009-10-25,14:33:06.000087,salon
2009-10-25,14:33:14.000060,dormitorio
2009-10-25,14:35:16.000050,dormitorio
2009-10-25,14:37:35.000015,cocina
2009-10-25,15:11:07.000037,cocina
2009-10-25,15:11:07.000085,salon
2009-10-25,15:16:12.000075,salon
2009-10-25,15:20:06.000071,dormitorio
2009-10-25,15:23:13.000076,dormitorio
2009-10-25,15:25:03.000055,salon
2009-10-25,16:17:30.000031,salon
2009-10-25,16:27:58.000048,cocina
2009-10-25,16:30:56.000031,cocina
2009-10-25,16:36:51.000006,dormitorio
2009-10-25,16:38:39.000063,dormitorio
2009-10-25,16:38:47.000058,salon
2009-10-25,16:51:22.000051,salon
2009-10-25,16:52:53.000059,baño
2009-10-25,17:11:59.000009,baño
2009-10-25,17:12:34.000012,salon
2009-10-25,19:10:29.000023,salon
2009-10-25,19:16:28,baño
2009-10-25,19:28:34.000047,baño
2009-10-25,19:30:30.000047,salon
2009-10-25,19:32:50.000085,salon
2009-10-25,19:32:53.000079,baño
2009-10-25,19:45:15.000037,baño
2009-10-25,19:49:18.000020,cocina
2009-10-25,19:51:18.000084,cocina
2009-10-25,19:54:59.000082,salon
2009-10-25,20:58:34.000091,salon
2009-10-25,21:00:54.000065,baño
2009-10-25,21:03:27.000092,baño
2009-10-25,21:03:34.000012,dormitorio
2009-10-25,21:52:23.000037,dormitorio
2009-10-25,21:52:23.000049,baño
2009-10-25,21:54:18.000066,baño
2009-10-25,21:54:23.000060,dormitorio
2009-10-25,23:17:33.000067,dormitorio
2009-10-25,23:17:40.000017,baño
2009-10-25,23:20:09.000084,baño
2009-10-25,23:20:15.000068,dormitorio
2009-10-26,06:30:53.000083,dormitorio
2009-10-26,06:31:01.000061,cocina
2009-10-26,06:46:46.000011,cocina
2009-10-26,06:46:47.000094,salon
2009-10-26,06:57:51.000017,salon
2009-10-26,06:57:52.000070,cocina
2009-10-26,07:13:24.000044,cocina
2009-10-26,07:13:28.000005,baño
2009-10-26,07:18:12.000006,baño
2009-10-26,07:18:36.000053,cocina
2009-10-26,07:20:30.000097,cocina
2009-10-26,07:23:14.000090,salon
2009-10-26,07:27:33,salon
2009-10-26,07:27:38.000074,dormitorio
2009-10-26,07:32:14.000070,dormitorio
2009-10-26,07:32:20.000083,baño
2009-10-26,08:58:58.000011,baño
2009-10-26,09:06:19.000050,dormitorio
2009-10-26,09:11:34.000029,dormitorio
2009-10-26,09:12:59.000031,cocina
2009-10-26,09:36:34.000013,cocina
2009-10-26,09:36:41.000068,dormitorio
2009-10-26,09:50:40.000032,dormitorio
2009-10-26,09:50:42.000070,baño
2009-10-26,09:53:49.000027,baño
2009-10-26,09:59:10.000015,salon
2009-10-26,10:03:10.000020,salon
2009-10-26,18:14:11.000014,dormitorio
2009-10-26,19:21:17.000041,dormitorio
2009-11-06,08:12:57.000020,salon
2009-11-06,08:25:25.000001,salon
2009-11-18,12:32:55.000043,baño
2009-11-18,12:34:05.000004,baño
2009-11-18,12:38:45.000025,cocina
2009-11-18,13:01:26.000050,cocina
2009-11-18,13:03:56.000007,salon
2009-11-18,13:15:19.000021,salon
2009-11-18,13:15:53.000017,cocina
2009-11-18,13:21:04.000001,cocina
2009-11-18,13:21:05.000050,salon
2009-11-18,13:53:00.000073,salon
2009-11-18,13:53:16.000056,baño
2009-11-18,13:57:03.000094,baño
2009-11-18,14:01:01.000003,salon
2009-11-18,14:49:42.000077,salon
2009-11-18,14:52:17.000061,baño
2009-11-18,14:54:46.000098,baño
2009-11-18,14:54:51.000005,cocina
2009-11-18,14:59:12.000091,cocina
2009-11-18,15:00:35.000043,salon
2009-11-18,16:10:51.000077,salon
2009-11-18,16:10:55.000082,baño
2009-11-18,16:12:26.000067,baño
2009-11-18,16:13:34.000007,cocina
2009-11-18,16:24:40.000065,cocina
2009-11-18,16:28:07.000062,salon
2009-11-18,19:18:22.000057,salon
2009-11-18,19:19:53.000042,cocina
2009-11-18,19:21:48.000031,cocina
2009-11-18,19:21:50.000016,salon
2009-11-18,20:09:14.000044,salon
2009-11-18,20:09:17.000036,cocina
2009-11-18,20:11:25.000063,cocina
2009-11-18,20:11:26.000043,salon
2009-11-18,22:01:00,salon
2009-11-18,22:01:00.000045,cocina
2009-11-18,22:04:54.000049,cocina
2009-11-18,22:04:57.000021,baño
2009-11-18,22:27:16.000043,baño
2009-11-18,22:27:16.000088,dormitorio
2009-11-19,08:43:25.000059,dormitorio
2009-11-19,08:44:24.000010,cocina
2009-11-19,08:47:34.000023,cocina
2009-11-19,08:47:38.000019,baño
2009-11-19,08:49:08.000076,baño
2009-11-19,08:52:09.000087,cocina
2009-11-19,09:05:56,cocina
2009-11-19,09:08:34.000053,salon
2009-11-19,11:02:36.000016,salon
2009-11-19,11:02:44.000013,cocina
2009-11-19,11:16:19.000071,cocina
2009-11-19,11:16:42.000018,baño
2009-11-19,11:51:37.000010,baño
2009-11-19,11:53:18.000092,cocina
2009-11-19,12:33:21.000004,cocina
2009-11-19,12:33:25.000094,salon
2009-11-19,13:44:55.000025,salon
2009-11-19,13:44:59.000056,cocina
2009-11-19,14:16:06.000099,cocina
2009-11-19,14:16:09.000081,salon
2009-11-19,15:37:06.000039,salon
2009-11-19,15:37:11.000087,cocina
2009-11-19,15:48:35.000033,cocina
2009-11-19,15:48:37.000025,salon
2009-11-19,16:08:30.000041,salon
2009-11-19,16:08:31.000038,cocina
2009-11-19,16:11:02.000071,cocina
2009-11-19,16:12:58.000048,salon
2009-11-19,16:59:26.000016,salon
2009-11-19,16:59:30.000008,cocina
2009-11-19,17:01:44.000026,cocina
2009-11-19,17:01:49.000011,salon
2009-11-19,17:15:55.000031,salon
2009-11-19,17:15:56.000083,cocina
2009-11-19,18:47:13.000052,cocina
2009-11-19,18:49:26.000083,salon
2009-11-19,19:55:41.000014,salon
2009-11-19,19:58:47.000092,television
2009-11-19,20:03:09.000032,television
2009-11-19,20:03:13.000062,salon
2009-11-19,20:55:59.000007,salon
2009-11-19,20:56:02.000066,cocina
2009-11-19,21:01:55.000023,cocina
2009-11-19,21:01:57.000073,salon
2009-11-19,21:40:21.000061,salon
2009-11-19,21:41:14.000095,baño
2009-11-19,21:53:12.000031,baño
2009-11-19,21:53:12.000033,dormitorio
2009-11-19,22:15:55.000006,dormitorio
2009-11-19,22:15:55.000083,baño
2009-11-19,22:17:25.000093,baño
2009-11-19,22:17:25.000094,dormitorio
2009-11-20,08:29:01.000020,dormitorio
2009-11-20,08:33:24.000055,cocina
2009-11-20,08:35:53.000054,cocina
2009-11-20,08:35:58.000036,salon
2009-11-20,08:50:08.000079,salon
2009-11-20,08:50:14.000053,baño
2009-11-20,08:57:06.000072,baño
2009-11-20,08:57:07.000017,cocina
2009-11-20,09:10:55.000020,cocina
2009-11-20,09:10:57.000093,salon
2009-11-20,11:27:11.000003,salon
2009-11-20,11:34:44.000092,cocina
2009-11-20,11:38:28.000022,cocina
2009-11-20,11:38:29.000003,salon
2009-11-20,11:40:09.000054,salon
2009-11-20,11:40:55.000064,baño
2009-11-20,12:03:46.000048,baño
2009-11-20,12:06:52.000093,salon
2009-11-20,12:14:34.000019,salon
2009-11-20,12:15:12.000067,dormitorio
2009-11-20,12:19:28.000006,dormitorio
2009-11-20,12:19:32.000086,baño
2009-11-20,12:31:22.000030,baño
2009-11-20,12:31:24.000087,dormitorio
2009-11-20,12:33:26.000010,dormitorio
2009-11-20,12:34:37.000078,baño
2009-11-20,12:36:35.000026,baño
2009-11-20,12:36:53.000091,salon
2009-11-20,14:42:25.000025,salon
2009-11-20,14:42:59.000094,baño
2009-11-20,14:44:19.000069,baño
2009-11-20,14:47:17.000089,salon
2009-11-20,15:01:06.000092,salon
2009-11-20,15:01:10.000045,cocina
2009-11-20,15:03:09.000006,cocina
2009-11-20,15:05:04.000058,television
2009-11-20,15:10:21.000075,television
2009-11-20,15:11:42.000001,cocina
2009-11-20,15:14:33.000013,cocina
2009-11-20,15:18:48.000088,television
2009-11-20,17:12:19.000071,television
2009-11-20,17:13:09.000027,cocina
2009-11-20,17:51:09.000063,cocina
2009-11-20,17:52:46.000069,salon
2009-11-20,17:55:42.000040,salon
2009-11-20,18:00:50.000003,baño
2009-11-20,18:05:21.000096,baño
2009-11-20,18:05:57.000022,television
2009-11-20,18:08:32.000082,television
2009-11-20,18:10:51.000073,salon
2009-11-20,18:31:32.000081,salon
2009-11-20,18:32:32.000066,baño
2009-11-20,18:34:21.000058,baño
2009-11-20,18:34:59.000007,salon
2009-11-20,18:58:07.000003,salon
2009-11-20,18:59:11.000012,television
2009-11-20,20:25:35.000079,television
2009-11-20,20:36:32.000020,dormitorio
2009-11-20,20:41:59.000079,dormitorio
2009-11-20,20:45:57.000057,television
2009-11-20,21:09:03.000035,television
2009-11-20,21:09:53.000009,cocina
2009-11-20,21:20:10.000054,cocina
2009-11-20,21:20:35.000059,television
2009-11-20,21:34:31.000095,television
2009-11-20,21:39:25.000001,dormitorio
2009-11-20,21:43:08.000090,dormitorio
2009-11-20,21:44:44.000054,television
2009-11-20,23:00:47.000005,television
2009-11-20,23:01:32.000033,salon
2009-11-20,23:04:35.000020,salon
2009-11-20,23:05:53.000069,baño
2009-11-20,23:15:29.000042,baño
2009-11-20,23:17:05.000029,dormitorio
2009-11-21,09:37:42.000005,dormitorio
2009-11-21,09:37:53.000069,salon
2009-11-21,09:43:17.000015,salon
2009-11-21,09:43:22.000025,cocina
2009-11-21,09:48:35.000097,cocina
2009-11-21,09:48:37.000015,salon
2009-11-21,09:53:53.000077,salon
2009-11-21,09:53:55.000099,cocina
2009-11-21,10:07:06.000004,cocina
2009-11-21,10:07:06.000050,salon
2009-11-21,10:24:20.000094,salon
2009-11-21,10:27:32.000023,dormitorio
2009-11-21,10:29:31.000086,dormitorio
2009-11-21,10:29:37.000052,baño
2009-11-21,10:58:46.000010,baño
2009-11-21,10:58:52.000072,dormitorio
2009-11-21,11:05:23.000059,dormitorio
2009-11-21,11:05:32.000022,baño
2009-11-21,11:14:39.000009,baño
2009-11-21,11:16:47.000064,salon
2009-11-21,11:35:16.000003,salon
2009-11-21,11:35:42.000062,baño
2009-11-21,11:38:57.000087,baño
2009-11-21,11:42:56.000049,cocina
2009-11-21,11:44:30.000069,cocina
2009-11-21,11:44:31.000016,salon
2009-11-21,11:46:27.000095,salon
2009-11-21,11:46:31.000025,cocina
2009-11-21,11:49:22.000034,cocina
2009-11-21,11:51:43.000077,salon
2009-11-21,17:04:11.000019,salon
2009-11-21,17:04:15.000026,baño
2009-11-21,17:15:02.000071,baño
2009-11-21,17:16:30.000099,cocina
2009-11-21,17:22:29.000011,cocina
2009-11-21,17:23:07.000017,salon
2009-11-21,21:04:07.000093,salon
2009-11-21,21:04:44.000013,baño
2009-11-22,07:26:00.000003,baño
2009-11-22,07:28:54.000081,salon
2009-11-22,07:32:21.000086,salon
2009-11-22,07:34:00.000081,cocina
2009-11-22,07:40:32.000015,cocina
2009-11-22,07:41:29.000082,salon
2009-11-22,07:51:46.000092,salon
2009-11-22,07:52:05.000069,baño
2009-11-22,07:54:35.000074,baño
2009-11-22,07:54:59.000034,salon
2009-11-22,08:47:54.000043,salon
2009-11-22,08:47:58.000006,cocina
2009-11-22,09:14:26.000060,cocina
2009-11-22,09:15:54.000002,baño
2009-11-22,09:42:22.000053,baño
2009-11-22,09:45:19.000057,salon
2009-11-22,10:34:43.000007,salon
2009-11-22,10:37:34.000060,baño
2009-11-22,10:39:05.000080,baño
2009-11-22,10:39:17.000063,cocina
2009-11-22,10:41:26.000027,cocina
2009-11-22,10:43:03.000071,salon
2009-11-22,11:15:55.000084,salon
2009-11-22,11:15:56.000033,cocina
2009-11-22,11:51:33.000031,cocina
2009-11-22,11:51:35.000054,salon
2009-11-22,11:53:48.000067,salon
2009-11-22,11:53:54.000092,cocina
2009-11-22,11:55:32.000043,cocina
2009-11-22,11:55:33.000097,salon
2009-11-22,11:57:15.000016,salon
2009-11-22,11:57:23.000092,baño
2009-11-22,12:03:01.000059,baño
2009-11-22,12:04:13.000057,salon
2009-11-22,12:06:14.000097,salon
2009-11-22,12:06:38.000002,dormitorio
2009-11-22,12:12:03.000008,dormitorio
2009-11-22,12:14:55.000093,salon
2009-11-22,12:48:57.000072,salon
2009-11-22,12:49:00.000095,cocina
2009-11-22,13:22:16.000071,cocina
2009-11-22,13:22:40.000042,salon
2009-11-22,13:25:11.000053,salon
2009-11-22,13:25:15.000066,cocina
2009-11-22,13:43:03.000036,cocina
2009-11-22,13:43:18.000098,baño
2009-11-22,13:45:05.000007,baño
2009-11-22,13:45:09.000084,salon
2009-11-22,14:16:51.000060,salon
2009-11-22,14:16:55.000011,cocina
2009-11-22,14:55:38.000046,cocina
2009-11-22,14:55:41.000044,baño
2009-11-22,14:57:21.000025,baño
2009-11-22,14:58:53.000003,salon
2009-11-22,15:00:04.000075,salon
2009-11-22,15:02:43.000035,cocina
2009-11-22,15:54:18.000062,cocina
2009-11-22,15:54:44.000028,salon
2009-11-22,16:02:20.000036,salon
2009-11-22,16:02:42.000063,cocina
2009-11-22,16:16:03.000074,cocina
2009-11-22,16:16:04.000087,salon
2009-11-22,16:27:00.000001,salon
2009-11-22,16:28:00.000039,television
2009-11-22,16:30:42.000001,television
2009-11-22,16:31:15.000090,salon
2009-11-22,16:35:29.000016,salon
2009-11-22,16:35:31.000068,cocina
2009-11-22,16:49:19.000037,cocina
2009-11-22,16:52:03.000080,salon
2009-11-22,16:54:09.000040,salon
2009-11-22,16:54:10.000052,cocina
2009-11-22,17:02:56.000054,cocina
2009-11-22,17:02:57.000033,salon
2009-11-22,17:04:03.000097,salon
2009-11-22,17:04:06.000097,cocina
2009-11-22,17:35:08.000030,cocina
2009-11-22,17:38:50.000029,salon
2009-11-22,18:42:45.000067,salon
2009-11-22,18:42:52.000046,cocina
2009-11-22,18:44:03.000034,cocina
2009-11-22,18:48:01.000045,salon
2009-11-22,19:15:49.000088,salon
2009-11-22,19:21:57.000024,baño
2009-11-22,19:23:05.000079,baño
2009-11-22,19:23:36.000001,cocina
2009-11-22,20:01:41.000041,cocina
2009-11-22,20:06:03.000085,salon
2009-11-22,20:44:49.000017,salon
2009-11-22,20:45:20.000049,baño
2009-11-22,20:51:54.000041,baño
2009-11-22,20:53:07.000019,dormitorio
2009-11-23,06:08:18.000074,dormitorio
2009-11-23,06:08:21.000082,baño
2009-11-23,06:10:51.000050,baño
2009-11-23,06:10:57.000015,dormitorio
2009-11-23,07:08:02.000041,dormitorio
2009-11-23,07:16:52.000053,cocina
2009-11-23,07:41:54.000068,cocina
2009-11-23,07:42:10.000099,baño
2009-11-23,08:01:43.000077,baño
2009-11-23,08:01:51.000048,dormitorio
2009-11-23,08:13:06.000093,dormitorio
2009-11-23,08:13:15.000026,salon
2009-11-23,08:29:42.000085,salon
2009-11-23,08:29:51.000037,dormitorio
2009-11-23,08:33:41.000082,dormitorio
2009-11-23,08:33:50.000042,salon
2009-11-23,09:52:49.000001,salon
2009-11-23,09:54:50.000068,cocina
2009-11-23,10:02:04.000086,cocina
2009-11-23,10:02:05.000030,salon
2009-11-23,10:04:38.000057,salon
2009-11-23,10:04:51.000037,cocina
2009-11-23,10:06:23.000048,cocina
2009-11-23,10:07:53.000007,salon
2009-11-23,10:19:59.000022,salon
2009-11-23,10:20:03.000088,baño
2009-11-23,10:23:56.000010,baño
2009-11-23,10:24:03.000021,cocina
2009-11-23,10:28:09.000078,cocina
2009-11-23,10:30:13.000048,salon
2009-11-23,10:33:49.000069,salon
2009-11-23,10:34:33.000065,cocina
2009-11-23,10:37:51.000024,cocina
2009-11-23,10:38:03.000037,salon
2009-11-23,12:56:43.000053,salon
2009-11-23,13:01:07.000095,baño
2009-11-23,13:03:10.000088,baño
2009-11-23,13:03:14.000061,cocina
2009-11-23,13:25:39.000088,cocina
2009-11-23,13:27:30.000013,salon
2009-11-23,15:29:52.000029,salon
2009-11-23,15:31:33.000083,television
2009-11-23,16:46:22.000017,television
2009-11-23,16:47:50.000001,cocina
2009-11-23,16:50:34.000097,cocina
2009-11-23,16:50:50.000003,television
2009-11-23,17:49:46.000029,television
2009-11-23,17:50:09.000004,cocina
2009-11-23,17:53:29.000068,cocina
2009-11-23,17:56:29.000069,television
2009-11-23,19:53:28.000073,television
2009-11-23,19:53:36.000066,cocina
2009-11-23,19:56:17.000057,cocina
2009-11-23,19:56:37.000082,television
2009-11-23,20:04:00.000007,television
2009-11-23,20:07:41.000033,baño
2009-11-23,20:12:54.000081,baño
2009-11-23,20:15:25.000076,television
2009-11-23,20:43:48.000092,television
2009-11-23,20:48:52.000069,cocina
2009-11-23,20:50:30.000030,cocina
2009-11-23,20:54:40.000052,television
2009-11-23,23:49:03.000086,television
2009-11-23,23:51:03.000076,salon
2009-11-23,23:55:00.000099,salon
2009-11-23,23:56:16.000032,baño
2009-11-24,00:07:46.000036,baño
2009-11-24,00:07:54.000026,dormitorio
2009-11-24,07:01:50.000056,dormitorio
2009-11-24,07:01:55.000093,baño
2009-11-24,07:03:37.000003,baño
2009-11-24,07:03:58.000034,salon
2009-11-24,07:05:56.000008,salon
2009-11-24,07:05:57.000072,cocina
2009-11-24,07:07:28.000082,cocina
2009-11-24,07:07:50.000016,dormitorio
2009-11-24,08:26:24.000069,dormitorio
2009-11-24,08:26:50.000094,cocina
2009-11-24,08:28:10.000024,cocina
2009-11-24,08:28:12.000032,baño
2009-11-24,08:30:06.000023,baño
2009-11-24,08:32:06.000061,cocina
2009-11-24,08:37:39.000050,cocina
2009-11-24,08:37:53.000001,salon
2009-11-24,08:40:33.000081,salon
2009-11-24,08:40:37.000086,cocina
2009-11-24,08:44:57.000009,cocina
2009-11-24,08:46:57.000026,salon
2009-11-24,10:07:33.000028,salon
2009-11-24,10:08:54.000028,cocina
2009-11-24,10:20:08.000075,cocina
2009-11-24,10:20:17.000028,baño
2009-11-24,11:02:25.000080,baño
2009-11-24,11:08:41.000068,salon
2009-11-24,11:19:51.000011,salon
2009-11-24,11:20:22.000084,dormitorio
2009-11-24,11:33:56.000052,dormitorio
2009-11-24,11:34:04.000053,salon
2009-11-24,12:34:35.000021,salon
2009-11-24,12:34:38.000089,baño
2009-11-24,12:40:13.000072,baño
2009-11-24,12:40:35.000047,cocina
2009-11-24,13:42:03.000011,cocina
2009-11-24,13:42:45.000056,dormitorio
2009-11-24,14:13:14.000089,dormitorio
2009-11-24,14:13:30.000049,salon
2009-11-24,14:30:48.000079,salon
2009-11-24,14:31:40.000082,cocina
2009-11-24,14:35:40.000061,cocina
2009-11-24,14:38:47.000011,baño
2009-11-24,14:44:44.000009,baño
2009-11-24,14:45:03.000078,salon
2009-11-24,15:45:05.000085,salon
2009-11-24,15:45:05.000086,television
2009-11-24,17:07:56.000007,television
2009-11-24,17:09:36.000091,salon
2009-11-24,17:12:32.000074,salon
2009-11-24,17:12:46.000098,cocina
2009-11-24,17:21:24.000069,cocina
2009-11-24,00:01:02.000006,baño
2009-11-24,00:07:46.000036,baño
2009-11-24,00:07:54.000026,dormitorio
2009-11-24,07:01:50.000056,dormitorio
2009-11-24,07:01:55.000093,baño
2009-11-24,07:03:37.000003,baño
2009-11-24,07:03:58.000034,salon
2009-11-24,07:05:56.000008,salon
2009-11-24,07:05:57.000072,cocina
2009-11-24,07:07:28.000082,cocina
2009-11-24,07:07:50.000016,dormitorio
2009-11-24,08:26:24.000069,dormitorio
2009-11-24,08:26:50.000094,cocina
2009-11-24,08:28:07.000091,cocina
2009-11-24,08:28:12.000032,baño
2009-11-24,08:31:31.000077,baño
2009-11-24,08:32:06.000061,cocina
2009-11-24,08:37:35.000045,cocina
2009-11-24,08:37:36.000069,salon
2009-11-24,08:40:33.000081,salon
2009-11-24,08:40:37.000086,cocina
2009-11-24,08:44:57.000009,cocina
2009-11-24,08:46:57.000026,salon
2009-11-24,10:07:33.000028,salon
2009-11-24,10:08:54.000028,cocina
2009-11-24,10:12:09.000084,cocina
2009-11-24,10:14:08.000098,salon
2009-11-24,10:16:08.000086,salon
2009-11-24,10:18:24.000095,cocina
2009-11-24,10:20:08.000075,cocina
2009-11-24,10:20:17.000028,baño
2009-11-24,10:56:04.000078,baño
2009-11-24,10:56:11.000095,dormitorio
2009-11-24,10:58:03.000051,dormitorio
2009-11-24,10:58:11.000021,baño
2009-11-24,11:02:25.000080,baño
2009-11-24,11:08:41.000068,salon
2009-11-24,11:19:51.000011,salon
2009-11-24,11:20:41.000094,baño
2009-11-24,11:29:17.000070,baño
2009-11-24,11:29:26.000080,dormitorio
2009-11-24,11:33:56.000052,dormitorio
2009-11-24,11:34:04.000053,salon
2009-11-24,12:34:35.000021,salon
2009-11-24,12:34:38.000089,baño
2009-11-24,12:40:13.000072,baño
2009-11-24,12:42:51.000015,cocina
2009-11-24,13:42:03.000011,cocina
2009-11-24,13:45:12.000012,baño
2009-11-24,13:55:10.000030,baño
2009-11-24,13:57:12.000076,dormitorio
2009-11-24,14:07:27.000019,dormitorio
2009-11-24,14:09:49.000048,baño
2009-11-24,14:13:05.000056,baño
2009-11-24,14:13:30.000049,salon
2009-11-24,14:30:46.000095,salon
2009-11-24,14:31:40.000082,cocina
2009-11-24,14:35:40.000061,cocina
2009-11-24,14:38:47.000011,baño
2009-11-24,14:44:44.000009,baño
2009-11-24,14:45:03.000078,salon
2009-11-24,15:45:05.000085,salon
2009-11-24,15:49:28.000081,television
2009-11-24,16:44:51.000077,television
2009-11-24,16:48:35.000025,salon
2009-11-24,16:53:19.000099,salon
2009-11-24,16:53:39.000012,television
2009-11-24,17:07:56.000007,television
2009-11-24,17:09:36.000091,salon
2009-11-24,17:12:32.000074,salon
2009-11-24,17:12:46.000098,cocina
2009-11-24,17:44:01.000009,cocina
2009-11-24,17:45:13.000039,baño
2009-11-24,17:55:10.000047,baño
2009-11-24,17:57:53.000077,salon
2009-11-24,21:33:32.000011,salon
2009-11-24,21:33:34.000095,cocina
2009-11-24,21:46:36.000083,cocina
2009-11-24,21:46:38.000022,salon
2009-11-24,21:55:10.000089,salon
2009-11-24,21:55:53.000072,dormitorio
2009-11-25,07:04:52.000073,dormitorio
2009-11-25,07:04:59.000033,baño
2009-11-25,07:07:11.000095,baño
2009-11-25,07:07:19.000089,dormitorio
2009-11-25,08:14:43.000088,dormitorio
2009-11-25,08:14:54.000004,salon
2009-11-25,08:23:28.000073,salon
2009-11-25,08:23:32.000077,cocina
2009-11-25,08:28:59.000016,cocina
2009-11-25,08:31:50.000010,salon
2009-11-25,08:46:44.000064,salon
2009-11-25,08:46:49.000028,baño
2009-11-25,08:50:08.000089,baño
2009-11-25,08:50:13.000088,salon
2009-11-25,10:10:57.000026,salon
2009-11-25,10:11:01.000018,cocina
2009-11-25,10:14:28.000071,cocina
2009-11-25,10:14:29.000090,salon
2009-11-25,11:22:42.000065,salon
2009-11-25,11:25:45.000074,cocina
2009-11-25,11:27:18.000033,cocina
2009-11-25,11:27:36.000019,salon
2009-11-25,13:31:10.000066,salon
2009-11-25,13:31:14.000017,cocina
2009-11-25,14:14:11.000071,cocina
2009-11-25,14:14:39.000092,baño
2009-11-25,14:37:47.000064,baño
2009-11-25,14:38:08.000094,salon
2009-11-25,16:17:24.000012,salon
2009-11-25,16:18:00.000023,television
2009-11-25,17:04:25.000023,television
2009-11-25,17:10:51.000056,cocina
2009-11-25,17:33:55.000039,cocina
2009-11-25,17:34:16.000059,television
2009-11-25,17:58:19.000071,television
2009-11-25,17:58:28.000004,cocina
2009-11-25,18:06:25.000094,cocina
2009-11-25,18:06:26.000040,salon
2009-11-25,19:18:31.000079,salon
2009-11-25,19:19:49.000037,cocina
2009-11-25,19:21:16.000021,cocina
2009-11-25,19:21:19.000039,salon
2009-11-25,20:39:55.000010,salon
2009-11-25,20:39:59,cocina
2009-11-25,20:47:27.000050,cocina
2009-11-25,20:47:27.000099,salon
2009-11-25,21:35:58.000087,salon
2009-11-25,21:38:13.000020,baño
2009-11-25,21:49:34.000018,baño
2009-11-25,21:49:46.000023,dormitorio
2009-11-26,01:46:35.000054,dormitorio
2009-11-26,01:46:38.000037,baño
2009-11-26,01:49:14.000004,baño
2009-11-26,01:49:21.000037,dormitorio
2009-11-26,07:17:14.000083,dormitorio
2009-11-26,07:17:20.000087,baño
2009-11-26,07:19:35.000064,baño
2009-11-26,07:19:36.000080,dormitorio
2009-11-26,09:13:49.000034,dormitorio
2009-11-26,09:14:01.000013,salon
2009-11-26,09:25:22.000019,salon
2009-11-26,09:25:46.000099,cocina
2009-11-26,09:43:12.000027,cocina
2009-11-26,09:45:28.000005,salon
2009-11-26,10:29:00.000064,salon
2009-11-26,10:29:02.000067,cocina
2009-11-26,10:31:02.000022,cocina
2009-11-26,10:33:49.000039,salon
2009-11-26,11:19:16.000079,salon
2009-11-26,11:20:56.000033,cocina
2009-11-26,11:32:51.000078,cocina
2009-11-26,11:34:12.000093,dormitorio
2009-11-26,12:59:27.000020,dormitorio
2009-11-26,12:59:47.000014,salon
2009-11-26,13:01:19.000090,salon
2009-11-26,13:04:21.000032,baño
2009-11-26,13:06:22.000009,baño
2009-11-26,13:06:28.000099,salon
2009-11-26,20:54:32.000068,salon
2009-11-26,20:54:37.000015,cocina
2009-11-26,20:56:47.000022,cocina
2009-11-26,20:57:05.000084,television
